"STUDENTID";"ACADYEAR";"SEMESTER";"CAMPUSID";"COURSEID";"CAMPUSNAME";"CURRIC";"COURSENAME";"SECTIONGROUP";"CREDIT";"GRADE"
321850;2554;1;2;"CS314";"RANGSIT";"521";"THEORY OF COMPUTATION";"040001";3;"B"
321850;2554;1;2;"CS326";"RANGSIT";"521";"EMBEDDED SYSTEMS DESIGN";"830001";3;"A"
321850;2554;1;2;"CS341";"RANGSIT";"521";"OPERATING SYSTEMS 1";"050001";3;"B+"
321850;2554;1;2;"CS385";"RANGSIT";"521";"SOFTWARE REQUIREMENT SPECIFICATION AND MANAGEMENT";"020001";3;"A"
321850;2554;1;2;"EG241";"RANGSIT";"521";"LISTENING - SPEAKING 1";"080002";0;"W"
321850;2554;2;2;"CS285";"RANGSIT";"521";"PRACTICES AND PATTERNS IN OBJECT-ORIENTED PROGRAMMING";"050001";3;"A"
321850;2554;2;2;"CS288";"RANGSIT";"521";"COMPONENT-BASED SOFTWARE DEVELOPMENT";"030001";3;"A"
321850;2554;2;2;"CS301";"RANGSIT";"521";"FUNDAMENTAL OF RESEARCH METHODOLOGY";"150001";1;"A"
321850;2554;2;2;"CS311";"RANGSIT";"521";"DESIGN AND ANALYSIS OF ALGORITHMS";"120001";3;"B"
321850;2554;2;2;"CS342";"RANGSIT";"521";"NET-CENTRIC COMPUTING 1";"080001";3;"B"
321850;2554;2;2;"CS374";"RANGSIT";"521";"HUMAN - COMPUTER INTERACTION";"040001";3;"A"
321850;2554;2;2;"CS388";"RANGSIT";"521";"SOFTWARE CONSTRUCTION AND EVOLUTION";"100001";3;"A"
321850;2554;2;2;"CS487";"RANGSIT";"521";"SOFTWARE PROJECT MANAGEMENT";"090001";3;"B+"
321850;2555;1;2;"CS302";"RANGSIT";"521";"COMPUTER SECURITY";"820001";3;"B+"
321850;2555;1;2;"CS387";"RANGSIT";"521";"WEB APPLICATION AND ENTERPRISE PROGRAMS";"030001";3;"B+"
321850;2555;1;2;"CS401";"RANGSIT";"521";"SPECIAL PROJECTS  1";"000001";2;"A"
321850;2555;1;2;"CS488";"RANGSIT";"521";"FORMAL METHODS";"010001";3;"A"
321850;2555;1;2;"CS489";"RANGSIT";"521";"SELECTED TOPICS IN SOFTWARE ENGINEERING";"100001";3;"A"
321850;2555;2;2;"CS402";"RANGSIT";"521";"SPECIAL PROJECTS 2";"000001";3;"A"
324840;2552;1;2;"CS101";"RANGSIT";"521";"DISCRETE STRUCTURES";"010001";3;"D+"
324840;2552;1;2;"CS102";"RANGSIT";"521";"COMPUTER PROGRAMMING FUNDAMENTALS";"020301";4;"D+"
324840;2552;1;2;"EL171";"RANGSIT";"521";"ENGLISH COURSE 2";"100004";3;"D"
324840;2552;1;2;"SC135";"RANGSIT";"521";"GENERAL PHYSICS";"080001";0;"W"
324840;2552;1;2;"SC185";"RANGSIT";"521";"GENERAL PHYSICS  LABORATORY";"005401";0;"W"
324840;2552;1;2;"TH161";"RANGSIT";"521";"THAI USAGE";"090005";3;"D+"
324840;2552;1;2;"TU154";"RANGSIT";"521";"FOUNDATION OF MATHEMATICS";"070001";3;"D"
324840;2552;2;2;"CS111";"RANGSIT";"521";"OBJECT-ORIENTED PROGRAMMING";"040501";0;"W"
324840;2552;2;2;"EL172";"RANGSIT";"521";"ENGLISH COURSE 3";"100004";3;"D"
324840;2552;2;2;"HO201";"RANGSIT";"521";"PRINCIPLES OF MANAGEMENT";"030002";3;"C"
324840;2552;2;2;"MA211";"RANGSIT";"521";"CALCULUS 1";"090001";0;"W"
324840;2552;2;2;"PY228";"RANGSIT";"521";"PSYCHOLOGY OF INTERPERSONAL RELATIONS";"010001";3;"D+"
324840;2552;2;2;"TU120";"RANGSIT";"521";"INTEGRATED SOCIAL SCIENCES";"870001";3;"C+"
324840;2552;3;2;"CS111";"RANGSIT";"521";"OBJECT-ORIENTED PROGRAMMING";"000001";4;"C"
324840;2553;1;2;"AT326";"RANGSIT";"521";"RICE AND PRODUCTION TECHNOLOGY";"010001";3;"A"
324840;2553;1;2;"CS213";"RANGSIT";"521";"DATA STRUCTURES";"050002";0;"W"
324840;2553;1;2;"CS214";"RANGSIT";"521";"SOCIAL AND PROFESSIONAL ETHICS";"000001";1;"B+"
324840;2553;1;2;"CS223";"RANGSIT";"521";"COMPUTER ORGANIZATION AND ARCHITECTURE";"040002";0;"W"
324840;2553;1;2;"EL295";"RANGSIT";"521";"ACADEMIC ENGLISH 1";"070001";3;"B"
324840;2553;1;2;"MW313";"RANGSIT";"521";"SOCIAL NETWORK AND SOCIAL SUPPORT";"900001";3;"B"
324840;2553;1;2;"TU110";"RANGSIT";"521";"INTEGRATED HUMANITIES";"230001";3;"A"
324840;2553;1;2;"TU130";"RANGSIT";"521";"INTEGRATED SCIENCES AND TECHNOLOGY";"320001";3;"C+"
324840;2553;2;2;"AT316";"RANGSIT";"521";"INDUSTRIAL AND POWER PLANTS";"060001";3;"B+"
324840;2553;2;2;"CS213";"RANGSIT";"521";"DATA STRUCTURES";"070001";3;"D"
324840;2553;2;2;"CS261";"RANGSIT";"521";"HUMAN INFORMATION PROCESSING";"090001";3;"C"
324840;2553;2;2;"EL395";"RANGSIT";"521";"ACADEMIC ENGLISH 2";"050003";3;"C+"
324840;2553;2;2;"MA211";"RANGSIT";"521";"CALCULUS 1";"020001";3;"C"
324840;2553;2;2;"MA332";"RANGSIT";"521";"LINEAR ALGEBRA";"030001";3;"B+"
324840;2553;2;2;"ST216";"RANGSIT";"521";"STATISTICS  FOR  SOCIAL  SCIENCE 1";"040003";0;"W"
324840;2554;1;2;"CS101";"RANGSIT";"521";"DISCRETE STRUCTURES";"010002";3;"C"
324840;2554;1;2;"CS102";"RANGSIT";"521";"COMPUTER PROGRAMMING FUNDAMENTALS";"020301";4;"C"
324840;2554;1;2;"CS223";"RANGSIT";"521";"COMPUTER ORGANIZATION AND ARCHITECTURE";"040001";3;"D"
324840;2554;1;2;"CS251";"RANGSIT";"521";"DATABASE SYSTEMS 1";"070001";3;"F"
324840;2554;1;2;"CS281";"RANGSIT";"521";"OBJECT-ORIENTED ANALYSIS AND DESIGN";"080001";3;"C"
324840;2554;1;2;"CS284";"RANGSIT";"521";"INTRODUCTION TO SOFTWARE ENGINEERING";"900001";3;"B"
324840;2554;2;2;"CS213";"RANGSIT";"521";"DATA STRUCTURES";"070001";3;"C"
324840;2554;2;2;"CS222";"RANGSIT";"521";"PROGRAMMING LANGUAGES AND PARADIGMS";"050001";3;"C"
324840;2554;2;2;"CS301";"RANGSIT";"521";"FUNDAMENTAL OF RESEARCH METHODOLOGY";"150001";1;"A"
324840;2554;2;2;"CS311";"RANGSIT";"521";"DESIGN AND ANALYSIS OF ALGORITHMS";"120001";3;"D"
324840;2554;2;2;"CS326";"RANGSIT";"521";"EMBEDDED SYSTEMS DESIGN";"100001";0;"W"
324840;2554;2;2;"CS356";"RANGSIT";"521";"	COMPUTER APPLICATIONS IN BUSINESS";"030001";3;"C"
324840;2554;2;2;"CS374";"RANGSIT";"521";"HUMAN - COMPUTER INTERACTION";"040001";3;"B"
324840;2554;2;2;"MA212";"RANGSIT";"521";"CALCULUS 2";"090001";3;"D+"
324840;2554;3;2;"SC135";"RANGSIT";"521";"GENERAL PHYSICS";"388301";3;"D"
324840;2555;1;2;"CS251";"RANGSIT";"521";"DATABASE SYSTEMS 1";"070001";3;"D+"
324840;2555;1;2;"CS302";"RANGSIT";"521";"COMPUTER SECURITY";"820001";3;"B"
324840;2555;1;2;"CS314";"RANGSIT";"521";"THEORY OF COMPUTATION";"040001";3;"D"
324840;2555;1;2;"CS341";"RANGSIT";"521";"OPERATING SYSTEMS 1";"050001";3;"D+"
324840;2555;1;2;"CS365";"RANGSIT";"521";"ARTIFICIAL INTELLIGENT SYSTEMS";"020001";3;"B"
324840;2555;1;2;"SC185";"RANGSIT";"521";"GENERAL PHYSICS  LABORATORY";"006801";1;"B+"
324840;2555;2;2;"CS342";"RANGSIT";"521";"NET-CENTRIC COMPUTING 1";"080001";3;"C"
324840;2555;2;2;"CS366";"RANGSIT";"521";"FUNDAMENTAL OF NATURAL LANGUAGE PROCESSING";"050001";3;"B"
324840;2555;2;2;"CS367";"RANGSIT";"521";"KNOWLEDGE REPRESENTATION AND REASONING";"030001";3;"B+"
324840;2555;2;2;"ST216";"RANGSIT";"521";"STATISTICS  FOR  SOCIAL  SCIENCE 1";"040002";3;"C+"
324840;2556;1;2;"AT366";"RANGSIT";"521";"AGRICULTURAL METEOROLOGY AND IRRIGATION";"010001";3;"A"
324840;2556;1;2;"CS223";"RANGSIT";"521";"COMPUTER ORGANIZATION AND ARCHITECTURE";"040001";3;"B+"
324840;2556;1;2;"CS395";"RANGSIT";"521";"COMPUTER GRAPHICS";"090001";3;"A"
324840;2556;1;2;"CS401";"RANGSIT";"521";"SPECIAL PROJECTS  1";"000001";2;"A"
324840;2556;1;2;"CS467";"RANGSIT";"521";"MACHINE LEARNING";"670001";3;"B"
324840;2556;2;2;"CS359";"RANGSIT";"521";"DOCUMENT INDEXTING AND RETRIEVAL";"030001";3;"A"
324840;2556;2;2;"CS402";"RANGSIT";"521";"SPECIAL PROJECTS 2";"000001";3;"A"
324840;2556;2;2;"CS426";"RANGSIT";"521";"PARALLEL ALGORITHM DESIGNS";"020001";3;"B+"
324842;2552;1;2;"CS101";"RANGSIT";"521";"DISCRETE STRUCTURES";"010001";3;"D"
324842;2552;1;2;"CS102";"RANGSIT";"521";"COMPUTER PROGRAMMING FUNDAMENTALS";"020301";4;"D+"
324842;2552;1;2;"EL070";"RANGSIT";"521";"ENGLISH COURSE 1";"100001";3;"S#"
324842;2552;1;2;"SC135";"RANGSIT";"521";"GENERAL PHYSICS";"080001";0;"W"
324842;2552;1;2;"SC185";"RANGSIT";"521";"GENERAL PHYSICS  LABORATORY";"005401";0;"W"
324842;2552;1;2;"TH161";"RANGSIT";"521";"THAI USAGE";"090001";3;"C"
324842;2552;1;2;"TU154";"RANGSIT";"521";"FOUNDATION OF MATHEMATICS";"070001";3;"D"
324842;2552;2;2;"CS111";"RANGSIT";"521";"OBJECT-ORIENTED PROGRAMMING";"040501";0;"W"
324842;2552;2;2;"EL171";"RANGSIT";"521";"ENGLISH COURSE 2";"100001";0;"W"
324842;2552;2;2;"PY228";"RANGSIT";"521";"PSYCHOLOGY OF INTERPERSONAL RELATIONS";"010001";3;"C"
324842;2552;2;2;"TU110";"RANGSIT";"521";"INTEGRATED HUMANITIES";"320001";3;"C+"
324842;2552;2;2;"TU120";"RANGSIT";"521";"INTEGRATED SOCIAL SCIENCES";"870001";3;"C+"
324842;2552;3;2;"CS111";"RANGSIT";"521";"OBJECT-ORIENTED PROGRAMMING";"000001";4;"C+"
324842;2553;1;2;"AT326";"RANGSIT";"521";"RICE AND PRODUCTION TECHNOLOGY";"010001";3;"A"
324842;2553;1;2;"CS102";"RANGSIT";"521";"COMPUTER PROGRAMMING FUNDAMENTALS";"030201";4;"C"
324842;2553;1;2;"CS213";"RANGSIT";"521";"DATA STRUCTURES";"050002";3;"F"
324842;2553;1;2;"CS214";"RANGSIT";"521";"SOCIAL AND PROFESSIONAL ETHICS";"000001";1;"B"
324842;2553;1;2;"EL171";"RANGSIT";"521";"ENGLISH COURSE 2";"070002";3;"D"
324842;2553;1;2;"SW365";"RANGSIT";"521";"FAMILY LIFE, SEX EDUCATION AND ETHICS";"820001";3;"B+"
324842;2553;1;2;"TU130";"RANGSIT";"521";"INTEGRATED SCIENCES AND TECHNOLOGY";"910001";3;"D+"
324842;2553;2;2;"AT316";"RANGSIT";"521";"INDUSTRIAL AND POWER PLANTS";"060001";3;"B+"
324842;2553;2;2;"CS251";"RANGSIT";"521";"DATABASE SYSTEMS 1";"020001";0;"W"
324842;2553;2;2;"CS261";"RANGSIT";"521";"HUMAN INFORMATION PROCESSING";"090001";0;"W"
324842;2553;2;2;"CS281";"RANGSIT";"521";"OBJECT-ORIENTED ANALYSIS AND DESIGN";"780001";0;"W"
324842;2553;2;2;"ES356";"RANGSIT";"521";"ECO-TOURISM";"810002";3;"D+"
324842;2553;2;2;"ST216";"RANGSIT";"521";"STATISTICS  FOR  SOCIAL  SCIENCE 1";"040002";3;"F"
324842;2553;3;2;"EL172";"RANGSIT";"521";"ENGLISH COURSE 3";"824502";3;"C"
324842;2554;1;2;"CS223";"RANGSIT";"521";"COMPUTER ORGANIZATION AND ARCHITECTURE";"040001";0;"W"
324842;2554;1;2;"CS251";"RANGSIT";"521";"DATABASE SYSTEMS 1";"070001";3;"D+"
324842;2554;1;2;"CS281";"RANGSIT";"521";"OBJECT-ORIENTED ANALYSIS AND DESIGN";"080001";3;"C"
324842;2554;1;2;"MU275";"RANGSIT";"521";"TRADITIONAL THAI SOLO SINGING : THEORY AND PRACTICE";"230001";3;"A"
324842;2554;1;2;"SW111";"RANGSIT";"521";"PHILOSOPHICAL FOUNDATIONS AND PROFESSIONAL ETHICS";"810001";3;"B"
324842;2554;2;2;"CS213";"RANGSIT";"521";"DATA STRUCTURES";"070001";3;"F"
324842;2554;2;2;"CS222";"RANGSIT";"521";"PROGRAMMING LANGUAGES AND PARADIGMS";"050001";3;"F"
324842;2554;2;2;"CS261";"RANGSIT";"521";"HUMAN INFORMATION PROCESSING";"090001";3;"D"
324842;2554;2;2;"MA211";"RANGSIT";"521";"CALCULUS 1";"020001";3;"F"
324842;2554;2;2;"ST216";"RANGSIT";"521";"STATISTICS  FOR  SOCIAL  SCIENCE 1";"040001";3;"F"
324842;2554;2;2;"TU122";"RANGSIT";"521";"LAW IN EVERYDAY LIFE";"820001";3;"C"
325073;2552;1;2;"CS101";"RANGSIT";"521";"DISCRETE STRUCTURES";"010001";3;"D"
325073;2552;1;2;"CS102";"RANGSIT";"521";"COMPUTER PROGRAMMING FUNDAMENTALS";"020301";4;"F"
325073;2552;1;2;"EL070";"RANGSIT";"521";"ENGLISH COURSE 1";"100001";3;"U#"
325073;2552;1;2;"SC135";"RANGSIT";"521";"GENERAL PHYSICS";"080001";3;"F"
325073;2552;1;2;"SC185";"RANGSIT";"521";"GENERAL PHYSICS  LABORATORY";"005401";1;"C"
325073;2552;1;2;"TH161";"RANGSIT";"521";"THAI USAGE";"090001";3;"C"
325073;2552;1;2;"TU154";"RANGSIT";"521";"FOUNDATION OF MATHEMATICS";"070001";3;"D"
325073;2552;2;2;"CS111";"RANGSIT";"521";"OBJECT-ORIENTED PROGRAMMING";"040501";0;"W"
325073;2552;2;2;"MA211";"RANGSIT";"521";"CALCULUS 1";"090001";0;"W"
325073;2552;2;2;"PY228";"RANGSIT";"521";"PSYCHOLOGY OF INTERPERSONAL RELATIONS";"010001";0;"W"
325073;2552;2;2;"SW111";"RANGSIT";"521";"PHILOSOPHICAL FOUNDATIONS AND PROFESSIONAL ETHICS";"810001";0;"W"
325073;2552;2;2;"TU110";"RANGSIT";"521";"INTEGRATED HUMANITIES";"320001";0;"W"
325073;2552;2;2;"TU120";"RANGSIT";"521";"INTEGRATED SOCIAL SCIENCES";"870001";0;"W"
325073;2553;1;2;"AT326";"RANGSIT";"521";"RICE AND PRODUCTION TECHNOLOGY";"010001";3;"B"
325073;2553;1;2;"JC201";"RANGSIT";"521";"LAW AND ETHICS OF MASS COMMUNICATION";"040001";3;"B"
325073;2553;1;2;"SW111";"RANGSIT";"521";"PHILOSOPHICAL FOUNDATIONS AND PROFESSIONAL ETHICS";"810001";3;"D"
325073;2553;1;2;"SW212";"RANGSIT";"521";"DYNAMICS OF HUMAN BEHAVIOR IN CHANGING SOCIETY";"230001";3;"C"
325073;2553;1;2;"SW213";"RANGSIT";"521";"SOCIAL CHANGE AND SOCIAL PROBLEMS";"780001";0;"W"
325073;2553;1;2;"TU130";"RANGSIT";"521";"INTEGRATED SCIENCES AND TECHNOLOGY";"320001";0;"W"
329171;2552;1;2;"CS101";"RANGSIT";"521";"DISCRETE STRUCTURES";"010001";3;"C"
329171;2552;1;2;"CS102";"RANGSIT";"521";"COMPUTER PROGRAMMING FUNDAMENTALS";"020301";4;"C"
329171;2552;1;2;"EL171";"RANGSIT";"521";"ENGLISH COURSE 2";"100004";0;"W"
329171;2552;1;2;"SC135";"RANGSIT";"521";"GENERAL PHYSICS";"080001";3;"D+"
329171;2552;1;2;"SC185";"RANGSIT";"521";"GENERAL PHYSICS  LABORATORY";"005401";1;"C"
329171;2552;1;2;"TH161";"RANGSIT";"521";"THAI USAGE";"090005";3;"B+"
329171;2552;1;2;"TU154";"RANGSIT";"521";"FOUNDATION OF MATHEMATICS";"070001";3;"D+"
329171;2552;2;2;"CS111";"RANGSIT";"521";"OBJECT-ORIENTED PROGRAMMING";"040501";4;"D+"
329171;2552;2;2;"EL171";"RANGSIT";"521";"ENGLISH COURSE 2";"070001";3;"C+"
329171;2552;2;2;"MA211";"RANGSIT";"521";"CALCULUS 1";"090001";3;"F"
329171;2552;2;2;"PY228";"RANGSIT";"521";"PSYCHOLOGY OF INTERPERSONAL RELATIONS";"010001";3;"C"
329171;2552;2;2;"TU110";"RANGSIT";"521";"INTEGRATED HUMANITIES";"320001";3;"D"
329171;2552;2;2;"TU120";"RANGSIT";"521";"INTEGRATED SOCIAL SCIENCES";"830001";3;"C+"
329171;2552;2;2;"TU130";"RANGSIT";"521";"INTEGRATED SCIENCES AND TECHNOLOGY";"230001";3;"B"
329171;2552;3;2;"EL172";"RANGSIT";"521";"ENGLISH COURSE 3";"812304";3;"C"
329171;2553;1;2;"AT326";"RANGSIT";"521";"RICE AND PRODUCTION TECHNOLOGY";"010001";3;"B+"
329171;2553;1;2;"CS213";"RANGSIT";"521";"DATA STRUCTURES";"050002";3;"D+"
329171;2553;1;2;"CS214";"RANGSIT";"521";"SOCIAL AND PROFESSIONAL ETHICS";"000001";1;"C"
329171;2553;1;2;"CS222";"RANGSIT";"521";"PROGRAMMING LANGUAGES AND PARADIGMS";"910001";3;"B+"
329171;2553;1;2;"CS223";"RANGSIT";"521";"COMPUTER ORGANIZATION AND ARCHITECTURE";"040002";3;"C"
329171;2553;1;2;"CS284";"RANGSIT";"521";"INTRODUCTION TO SOFTWARE ENGINEERING";"900001";3;"C+"
329171;2553;1;2;"EL295";"RANGSIT";"521";"ACADEMIC ENGLISH 1";"070001";3;"B"
329171;2553;1;2;"MA211";"RANGSIT";"521";"CALCULUS 1";"820001";3;"D"
329171;2553;2;2;"CS251";"RANGSIT";"521";"DATABASE SYSTEMS 1";"020001";3;"C+"
329171;2553;2;2;"CS261";"RANGSIT";"521";"HUMAN INFORMATION PROCESSING";"090001";3;"C+"
329171;2553;2;2;"CS281";"RANGSIT";"521";"OBJECT-ORIENTED ANALYSIS AND DESIGN";"780001";3;"C"
329171;2553;2;2;"MA332";"RANGSIT";"521";"LINEAR ALGEBRA";"030001";3;"D+"
329171;2553;2;2;"PY267";"RANGSIT";"521";"STUDY SKILLS METHOD";"060001";3;"B"
329171;2553;2;2;"ST216";"RANGSIT";"521";"STATISTICS  FOR  SOCIAL  SCIENCE 1";"040001";0;"W"
329171;2554;1;2;"CS111";"RANGSIT";"521";"OBJECT-ORIENTED PROGRAMMING";"060801";4;"A"
329171;2554;1;2;"CS289";"RANGSIT";"521";"SOFTWARE PROCESS AND QUALITY ASSURANCE";"090001";3;"B"
329171;2554;1;2;"CS314";"RANGSIT";"521";"THEORY OF COMPUTATION";"040001";3;"D+"
329171;2554;1;2;"CS341";"RANGSIT";"521";"OPERATING SYSTEMS 1";"050001";3;"C"
329171;2554;1;2;"CS385";"RANGSIT";"521";"SOFTWARE REQUIREMENT SPECIFICATION AND MANAGEMENT";"020001";3;"C+"
329171;2554;1;2;"EL395";"RANGSIT";"521";"ACADEMIC ENGLISH 2";"070001";3;"C"
329171;2554;1;2;"MA212";"RANGSIT";"521";"CALCULUS 2";"030001";3;"D+"
329171;2554;2;2;"CS213";"RANGSIT";"521";"DATA STRUCTURES";"070001";3;"B"
329171;2554;2;2;"CS285";"RANGSIT";"521";"PRACTICES AND PATTERNS IN OBJECT-ORIENTED PROGRAMMING";"050001";3;"C+"
329171;2554;2;2;"CS288";"RANGSIT";"521";"COMPONENT-BASED SOFTWARE DEVELOPMENT";"030001";3;"B"
329171;2554;2;2;"CS301";"RANGSIT";"521";"FUNDAMENTAL OF RESEARCH METHODOLOGY";"150001";1;"A"
329171;2554;2;2;"CS311";"RANGSIT";"521";"DESIGN AND ANALYSIS OF ALGORITHMS";"120001";3;"C+"
329171;2554;2;2;"CS342";"RANGSIT";"521";"NET-CENTRIC COMPUTING 1";"080001";3;"C+"
329171;2554;2;2;"CS374";"RANGSIT";"521";"HUMAN - COMPUTER INTERACTION";"040001";3;"C"
329171;2554;2;2;"CS487";"RANGSIT";"521";"SOFTWARE PROJECT MANAGEMENT";"090001";3;"B"
329171;2555;1;2;"BA291";"RANGSIT";"521";"INTRODUCTION TO BUSINESS";"810001";3;"B"
329171;2555;1;2;"CS302";"RANGSIT";"521";"COMPUTER SECURITY";"820001";3;"C+"
329171;2555;1;2;"CS387";"RANGSIT";"521";"WEB APPLICATION AND ENTERPRISE PROGRAMS";"030001";3;"C"
329171;2555;1;2;"CS401";"RANGSIT";"521";"SPECIAL PROJECTS  1";"000001";2;"A"
329171;2555;1;2;"CS489";"RANGSIT";"521";"SELECTED TOPICS IN SOFTWARE ENGINEERING";"100001";3;"B+"
329171;2555;1;2;"ST216";"RANGSIT";"521";"STATISTICS  FOR  SOCIAL  SCIENCE 1";"040001";3;"D+"
329171;2555;2;2;"CS402";"RANGSIT";"521";"SPECIAL PROJECTS 2";"000001";3;"B+"
329171;2555;2;2;"CS407";"RANGSIT";"521";"SEMINAR IN SOFTWARE ENGINEERING";"030001";3;"B+"
329171;2555;2;2;"JC201";"RANGSIT";"521";"LAW AND ETHICS OF MASS COMMUNICATION";"540001";3;"B"
329172;2552;1;2;"CS101";"RANGSIT";"521";"DISCRETE STRUCTURES";"010001";3;"C+"
329172;2552;1;2;"CS102";"RANGSIT";"521";"COMPUTER PROGRAMMING FUNDAMENTALS";"020301";4;"C"
329172;2552;1;2;"EL171";"RANGSIT";"521";"ENGLISH COURSE 2";"100004";3;"C+"
329172;2552;1;2;"SC135";"RANGSIT";"521";"GENERAL PHYSICS";"080001";3;"C"
329172;2552;1;2;"SC185";"RANGSIT";"521";"GENERAL PHYSICS  LABORATORY";"005401";1;"C"
329172;2552;1;2;"TH161";"RANGSIT";"521";"THAI USAGE";"090005";3;"C+"
329172;2552;1;2;"TU154";"RANGSIT";"521";"FOUNDATION OF MATHEMATICS";"070001";3;"C"
329172;2552;2;2;"CS111";"RANGSIT";"521";"OBJECT-ORIENTED PROGRAMMING";"040502";4;"D"
329172;2552;2;2;"EL172";"RANGSIT";"521";"ENGLISH COURSE 3";"100004";3;"C+"
329172;2552;2;2;"MA211";"RANGSIT";"521";"CALCULUS 1";"090001";0;"W"
329172;2552;2;2;"PY228";"RANGSIT";"521";"PSYCHOLOGY OF INTERPERSONAL RELATIONS";"010001";3;"B"
329172;2552;2;2;"TU110";"RANGSIT";"521";"INTEGRATED HUMANITIES";"320001";3;"C"
329172;2552;2;2;"TU120";"RANGSIT";"521";"INTEGRATED SOCIAL SCIENCES";"870001";3;"D+"
329172;2553;1;2;"CS213";"RANGSIT";"521";"DATA STRUCTURES";"050002";3;"D"
329172;2553;1;2;"CS214";"RANGSIT";"521";"SOCIAL AND PROFESSIONAL ETHICS";"000001";1;"B"
329172;2553;1;2;"CS222";"RANGSIT";"521";"PROGRAMMING LANGUAGES AND PARADIGMS";"910001";3;"C+"
329172;2553;1;2;"CS223";"RANGSIT";"521";"COMPUTER ORGANIZATION AND ARCHITECTURE";"040002";3;"C+"
329172;2553;1;2;"CS284";"RANGSIT";"521";"INTRODUCTION TO SOFTWARE ENGINEERING";"900001";3;"B"
329172;2553;1;2;"EL295";"RANGSIT";"521";"ACADEMIC ENGLISH 1";"070001";3;"B+"
329172;2553;1;2;"MA211";"RANGSIT";"521";"CALCULUS 1";"820001";3;"D"
329172;2553;1;2;"TU130";"RANGSIT";"521";"INTEGRATED SCIENCES AND TECHNOLOGY";"320001";3;"C+"
329172;2553;2;2;"CS251";"RANGSIT";"521";"DATABASE SYSTEMS 1";"020002";3;"C+"
329172;2553;2;2;"CS261";"RANGSIT";"521";"HUMAN INFORMATION PROCESSING";"090001";3;"A"
329172;2553;2;2;"CS281";"RANGSIT";"521";"OBJECT-ORIENTED ANALYSIS AND DESIGN";"780001";3;"B"
329172;2553;2;2;"EL395";"RANGSIT";"521";"ACADEMIC ENGLISH 2";"050001";3;"A"
329172;2553;2;2;"ES356";"RANGSIT";"521";"ECO-TOURISM";"810002";3;"B"
329172;2553;2;2;"MA332";"RANGSIT";"521";"LINEAR ALGEBRA";"030001";3;"D+"
329172;2553;2;2;"ST216";"RANGSIT";"521";"STATISTICS  FOR  SOCIAL  SCIENCE 1";"040002";0;"W"
329172;2553;3;1;"TU122";"THA PRACHAN";"521";"LAW IN EVERYDAY LIFE";"388301";3;"B"
329172;2554;1;2;"CS111";"RANGSIT";"521";"OBJECT-ORIENTED PROGRAMMING";"060801";4;"A"
329172;2554;1;2;"CS289";"RANGSIT";"521";"SOFTWARE PROCESS AND QUALITY ASSURANCE";"090001";3;"B+"
329172;2554;1;2;"CS314";"RANGSIT";"521";"THEORY OF COMPUTATION";"040001";3;"C"
329172;2554;1;2;"CS341";"RANGSIT";"521";"OPERATING SYSTEMS 1";"050001";3;"B"
329172;2554;1;2;"CS385";"RANGSIT";"521";"SOFTWARE REQUIREMENT SPECIFICATION AND MANAGEMENT";"020001";3;"A"
329172;2554;1;2;"JC200";"RANGSIT";"521";"INTRODUCTION TO COMMUNICATION";"810001";3;"B+"
329172;2554;1;2;"MA212";"RANGSIT";"521";"CALCULUS 2";"030001";3;"D+"
329172;2554;2;2;"CS213";"RANGSIT";"521";"DATA STRUCTURES";"070001";3;"B"
329172;2554;2;2;"CS288";"RANGSIT";"521";"COMPONENT-BASED SOFTWARE DEVELOPMENT";"030001";3;"C+"
329172;2554;2;2;"CS301";"RANGSIT";"521";"FUNDAMENTAL OF RESEARCH METHODOLOGY";"150001";1;"A"
329172;2554;2;2;"CS311";"RANGSIT";"521";"DESIGN AND ANALYSIS OF ALGORITHMS";"120001";3;"B"
329172;2554;2;2;"CS342";"RANGSIT";"521";"NET-CENTRIC COMPUTING 1";"080001";3;"C+"
329172;2554;2;2;"CS374";"RANGSIT";"521";"HUMAN - COMPUTER INTERACTION";"040001";3;"B+"
329172;2554;2;2;"CS388";"RANGSIT";"521";"SOFTWARE CONSTRUCTION AND EVOLUTION";"100001";3;"B+"
329172;2554;2;2;"CS487";"RANGSIT";"521";"SOFTWARE PROJECT MANAGEMENT";"090001";3;"B"
329172;2555;1;2;"CS302";"RANGSIT";"521";"COMPUTER SECURITY";"820001";3;"B+"
329172;2555;1;2;"CS386";"RANGSIT";"521";"SOFTWARE CONFIGURATION MANAGEMENT";"030001";3;"B+"
329172;2555;1;2;"CS401";"RANGSIT";"521";"SPECIAL PROJECTS  1";"000001";2;"A"
329172;2555;1;2;"CS488";"RANGSIT";"521";"FORMAL METHODS";"010001";3;"B+"
329172;2555;1;2;"CS489";"RANGSIT";"521";"SELECTED TOPICS IN SOFTWARE ENGINEERING";"100001";3;"B+"
329172;2555;1;2;"ST216";"RANGSIT";"521";"STATISTICS  FOR  SOCIAL  SCIENCE 1";"040001";3;"C+"
329172;2555;2;2;"CS402";"RANGSIT";"521";"SPECIAL PROJECTS 2";"000001";3;"A"
329172;2555;2;2;"CS407";"RANGSIT";"521";"SEMINAR IN SOFTWARE ENGINEERING";"030001";3;"B+"
329172;2555;2;2;"PY226";"RANGSIT";"521";"SOCIAL PSYCHOLOGY";"050001";3;"B"
